Year,Value,Units,GeoCode
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.416,1.000 EUR,
2001,25.282,1.000 EUR,
2002,24.514,1.000 EUR,
2003,25.988,1.000 EUR,
2004,26.699,1.000 EUR,
2005,27.911,1.000 EUR,
2006,29.275,1.000 EUR,
2007,32.173,1.000 EUR,
2008,31.655,1.000 EUR,
2009,28.42,1.000 EUR,
2010,32.568,1.000 EUR,
2011,35.716,1.000 EUR,
2012,36.811,1.000 EUR,
2013,37.641,1.000 EUR,
2014,39.832,1.000 EUR,
2015,39.976,1.000 EUR,
2016,40.645,1.000 EUR,
2017,42.988,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,36.127,1.000 EUR,
2001,37.094,1.000 EUR,
2002,37.917,1.000 EUR,
2003,39.092,1.000 EUR,
2004,40.084,1.000 EUR,
2005,40.086,1.000 EUR,
2006,41.339,1.000 EUR,
2007,43.485,1.000 EUR,
2008,45.677,1.000 EUR,
2009,45.75,1.000 EUR,
2010,46.827,1.000 EUR,
2011,48.271,1.000 EUR,
2012,50.548,1.000 EUR,
2013,49.09,1.000 EUR,
2014,51.769,1.000 EUR,
2015,51.801,1.000 EUR,
2016,52.287,1.000 EUR,
2017,52.493,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,47.009,1.000 EUR,
2001,48.686,1.000 EUR,
2002,47.95,1.000 EUR,
2003,47.926,1.000 EUR,
2004,50.898,1.000 EUR,
2005,51.277,1.000 EUR,
2006,54.504,1.000 EUR,
2007,56.031,1.000 EUR,
2008,54.934,1.000 EUR,
2009,54.912,1.000 EUR,
2010,56.848,1.000 EUR,
2011,57.253,1.000 EUR,
2012,58.126,1.000 EUR,
2013,58.072,1.000 EUR,
2014,59.206,1.000 EUR,
2015,61.948,1.000 EUR,
2016,61.51,1.000 EUR,
2017,62.632,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.568,1.000 EUR,
2001,25.169,1.000 EUR,
2002,25.714,1.000 EUR,
2003,24.854,1.000 EUR,
2004,24.942,1.000 EUR,
2005,25.855,1.000 EUR,
2006,27.857,1.000 EUR,
2007,29.758,1.000 EUR,
2008,32.161,1.000 EUR,
2009,29.911,1.000 EUR,
2010,31.388,1.000 EUR,
2011,32.825,1.000 EUR,
2012,32.891,1.000 EUR,
2013,32.578,1.000 EUR,
2014,32.964,1.000 EUR,
2015,35.32,1.000 EUR,
2016,35.747,1.000 EUR,
2017,37.19,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,26.727,1.000 EUR,
2001,29.245,1.000 EUR,
2002,28.867,1.000 EUR,
2003,30.083,1.000 EUR,
2004,31.015,1.000 EUR,
2005,31.59,1.000 EUR,
2006,33.203,1.000 EUR,
2007,34.809,1.000 EUR,
2008,34.375,1.000 EUR,
2009,29.472,1.000 EUR,
2010,35.297,1.000 EUR,
2011,37.725,1.000 EUR,
2012,36.828,1.000 EUR,
2013,36.891,1.000 EUR,
2014,38.847,1.000 EUR,
2015,40.62,1.000 EUR,
2016,42.196,1.000 EUR,
2017,43.269,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,41.92,1.000 EUR,
2001,42.772,1.000 EUR,
2002,42.902,1.000 EUR,
2003,42.158,1.000 EUR,
2004,41.038,1.000 EUR,
2005,41.366,1.000 EUR,
2006,44.35,1.000 EUR,
2007,44.906,1.000 EUR,
2008,46.97,1.000 EUR,
2009,47.497,1.000 EUR,
2010,48.408,1.000 EUR,
2011,48.698,1.000 EUR,
2012,51.518,1.000 EUR,
2013,51.301,1.000 EUR,
2014,53.402,1.000 EUR,
2015,52.43,1.000 EUR,
2016,52.599,1.000 EUR,
2017,54.429,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,45.484,1.000 EUR,
2001,47.594,1.000 EUR,
2002,50.755,1.000 EUR,
2003,52.411,1.000 EUR,
2004,51.824,1.000 EUR,
2005,52.454,1.000 EUR,
2006,53.96,1.000 EUR,
2007,55.852,1.000 EUR,
2008,57.869,1.000 EUR,
2009,55.616,1.000 EUR,
2010,56.498,1.000 EUR,
2011,58.483,1.000 EUR,
2012,58.222,1.000 EUR,
2013,60.182,1.000 EUR,
2014,60.166,1.000 EUR,
2015,62.442,1.000 EUR,
2016,63.322,1.000 EUR,
2017,65.444,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.068,1.000 EUR,
2001,22.061,1.000 EUR,
2002,22.198,1.000 EUR,
2003,21.856,1.000 EUR,
2004,21.758,1.000 EUR,
2005,21.996,1.000 EUR,
2006,22.937,1.000 EUR,
2007,24.662,1.000 EUR,
2008,25.29,1.000 EUR,
2009,23.773,1.000 EUR,
2010,25.66,1.000 EUR,
2011,27.054,1.000 EUR,
2012,28.018,1.000 EUR,
2013,29.245,1.000 EUR,
2014,29.277,1.000 EUR,
2015,30.053,1.000 EUR,
2016,30.392,1.000 EUR,
2017,31.723,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,22.854,1.000 EUR,
2001,24.414,1.000 EUR,
2002,24.772,1.000 EUR,
2003,24.056,1.000 EUR,
2004,24.258,1.000 EUR,
2005,25.266,1.000 EUR,
2006,26.499,1.000 EUR,
2007,28.196,1.000 EUR,
2008,28.881,1.000 EUR,
2009,28.247,1.000 EUR,
2010,29.489,1.000 EUR,
2011,30.905,1.000 EUR,
2012,29.651,1.000 EUR,
2013,30.451,1.000 EUR,
2014,31.043,1.000 EUR,
2015,31.937,1.000 EUR,
2016,32.82,1.000 EUR,
2017,33.861,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,30.735,1.000 EUR,
2001,30.962,1.000 EUR,
2002,30.462,1.000 EUR,
2003,30.272,1.000 EUR,
2004,31.323,1.000 EUR,
2005,32.305,1.000 EUR,
2006,33.813,1.000 EUR,
2007,35.083,1.000 EUR,
2008,35.771,1.000 EUR,
2009,34.32,1.000 EUR,
2010,38.361,1.000 EUR,
2011,39.09,1.000 EUR,
2012,41.433,1.000 EUR,
2013,43.324,1.000 EUR,
2014,41.693,1.000 EUR,
2015,41.113,1.000 EUR,
2016,40.462,1.000 EUR,
2017,41.289,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.505,1.000 EUR,
2001,19.461,1.000 EUR,
2002,19.607,1.000 EUR,
2003,19.893,1.000 EUR,
2004,20.308,1.000 EUR,
2005,21.073,1.000 EUR,
2006,22.106,1.000 EUR,
2007,22.894,1.000 EUR,
2008,23.33,1.000 EUR,
2009,21.975,1.000 EUR,
2010,23.54,1.000 EUR,
2011,25.276,1.000 EUR,
2012,26.361,1.000 EUR,
2013,26.093,1.000 EUR,
2014,26.758,1.000 EUR,
2015,27.067,1.000 EUR,
2016,27.851,1.000 EUR,
2017,28.808,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.504,1.000 EUR,
2001,20.632,1.000 EUR,
2002,20.993,1.000 EUR,
2003,21.207,1.000 EUR,
2004,22.046,1.000 EUR,
2005,22.997,1.000 EUR,
2006,23.61,1.000 EUR,
2007,24.222,1.000 EUR,
2008,24.059,1.000 EUR,
2009,21.442,1.000 EUR,
2010,23.63,1.000 EUR,
2011,25.789,1.000 EUR,
2012,25.888,1.000 EUR,
2013,25.981,1.000 EUR,
2014,27.358,1.000 EUR,
2015,28.755,1.000 EUR,
2016,29.326,1.000 EUR,
2017,30.405,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,25.47,1.000 EUR,
2001,24.998,1.000 EUR,
2002,24.45,1.000 EUR,
2003,24.55,1.000 EUR,
2004,24.714,1.000 EUR,
2005,25.788,1.000 EUR,
2006,28.472,1.000 EUR,
2007,30.467,1.000 EUR,
2008,31.502,1.000 EUR,
2009,27.215,1.000 EUR,
2010,31.352,1.000 EUR,
2011,33.342,1.000 EUR,
2012,33.018,1.000 EUR,
2013,33.382,1.000 EUR,
2014,35.405,1.000 EUR,
2015,36.447,1.000 EUR,
2016,37.671,1.000 EUR,
2017,39.694,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,36.534,1.000 EUR,
2001,37.225,1.000 EUR,
2002,40.141,1.000 EUR,
2003,38.275,1.000 EUR,
2004,38.195,1.000 EUR,
2005,38.999,1.000 EUR,
2006,39.795,1.000 EUR,
2007,41.485,1.000 EUR,
2008,41.773,1.000 EUR,
2009,42.537,1.000 EUR,
2010,43.97,1.000 EUR,
2011,45.016,1.000 EUR,
2012,44.845,1.000 EUR,
2013,45.961,1.000 EUR,
2014,47.653,1.000 EUR,
2015,48.335,1.000 EUR,
2016,49.265,1.000 EUR,
2017,50.737,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,19.783,1.000 EUR,
2001,20.579,1.000 EUR,
2002,20.248,1.000 EUR,
2003,20.45,1.000 EUR,
2004,20.482,1.000 EUR,
2005,20.459,1.000 EUR,
2006,21.631,1.000 EUR,
2007,22.484,1.000 EUR,
2008,23.063,1.000 EUR,
2009,21.92,1.000 EUR,
2010,23.607,1.000 EUR,
2011,25.113,1.000 EUR,
2012,25.724,1.000 EUR,
2013,26.748,1.000 EUR,
2014,27.993,1.000 EUR,
2015,28.38,1.000 EUR,
2016,29.14,1.000 EUR,
2017,29.725,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.723,1.000 EUR,
2001,20.6,1.000 EUR,
2002,20.298,1.000 EUR,
2003,20.006,1.000 EUR,
2004,20.671,1.000 EUR,
2005,20.859,1.000 EUR,
2006,21.807,1.000 EUR,
2007,22.769,1.000 EUR,
2008,24.032,1.000 EUR,
2009,22.07,1.000 EUR,
2010,23.856,1.000 EUR,
2011,25.417,1.000 EUR,
2012,25.752,1.000 EUR,
2013,26.7,1.000 EUR,
2014,28.23,1.000 EUR,
2015,29.982,1.000 EUR,
2016,29.869,1.000 EUR,
2017,31.687,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,27.954,1.000 EUR,
2001,28.48,1.000 EUR,
2002,28.896,1.000 EUR,
2003,28.981,1.000 EUR,
2004,29.984,1.000 EUR,
2005,30.391,1.000 EUR,
2006,32.042,1.000 EUR,
2007,33.691,1.000 EUR,
2008,34.272,1.000 EUR,
2009,31.833,1.000 EUR,
2010,33.421,1.000 EUR,
2011,35.724,1.000 EUR,
2012,34.667,1.000 EUR,
2013,35.547,1.000 EUR,
2014,36.846,1.000 EUR,
2015,37.833,1.000 EUR,
2016,39.312,1.000 EUR,
2017,40.506,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,28.105,1.000 EUR,
2001,29.146,1.000 EUR,
2002,28.744,1.000 EUR,
2003,28.712,1.000 EUR,
2004,29.02,1.000 EUR,
2005,29.53,1.000 EUR,
2006,30.605,1.000 EUR,
2007,32.252,1.000 EUR,
2008,33.246,1.000 EUR,
2009,29.979,1.000 EUR,
2010,33.388,1.000 EUR,
2011,35.271,1.000 EUR,
2012,36.557,1.000 EUR,
2013,37.542,1.000 EUR,
2014,39.702,1.000 EUR,
2015,41.689,1.000 EUR,
2016,41.962,1.000 EUR,
2017,43.964,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,25.63,1.000 EUR,
2001,26.444,1.000 EUR,
2002,25.674,1.000 EUR,
2003,25.801,1.000 EUR,
2004,26.3,1.000 EUR,
2005,26.345,1.000 EUR,
2006,28.218,1.000 EUR,
2007,29.475,1.000 EUR,
2008,30.882,1.000 EUR,
2009,27.777,1.000 EUR,
2010,30.336,1.000 EUR,
2011,32.374,1.000 EUR,
2012,32.986,1.000 EUR,
2013,33.592,1.000 EUR,
2014,36.064,1.000 EUR,
2015,37.325,1.000 EUR,
2016,37.377,1.000 EUR,
2017,38.916,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,27.471,1.000 EUR,
2001,27.782,1.000 EUR,
2002,27.617,1.000 EUR,
2003,28.06,1.000 EUR,
2004,29.038,1.000 EUR,
2005,29.798,1.000 EUR,
2006,32.835,1.000 EUR,
2007,34.481,1.000 EUR,
2008,36.116,1.000 EUR,
2009,31.758,1.000 EUR,
2010,36.284,1.000 EUR,
2011,39.715,1.000 EUR,
2012,41.245,1.000 EUR,
2013,41.302,1.000 EUR,
2014,43.95,1.000 EUR,
2015,44.965,1.000 EUR,
2016,46.706,1.000 EUR,
2017,48.542,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,23.628,1.000 EUR,
2001,24.95,1.000 EUR,
2002,23.886,1.000 EUR,
2003,24.619,1.000 EUR,
2004,24.203,1.000 EUR,
2005,25.258,1.000 EUR,
2006,26.979,1.000 EUR,
2007,28.744,1.000 EUR,
2008,29.419,1.000 EUR,
2009,28.193,1.000 EUR,
2010,28.832,1.000 EUR,
2011,29.677,1.000 EUR,
2012,30.524,1.000 EUR,
2013,32.207,1.000 EUR,
2014,32.546,1.000 EUR,
2015,32.68,1.000 EUR,
2016,33.746,1.000 EUR,
2017,34.579,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,25.577,1.000 EUR,
2001,25.191,1.000 EUR,
2002,25.787,1.000 EUR,
2003,25.588,1.000 EUR,
2004,26.208,1.000 EUR,
2005,25.983,1.000 EUR,
2006,27.2,1.000 EUR,
2007,28.113,1.000 EUR,
2008,28.979,1.000 EUR,
2009,26.938,1.000 EUR,
2010,28.369,1.000 EUR,
2011,30.058,1.000 EUR,
2012,31.14,1.000 EUR,
2013,31.617,1.000 EUR,
2014,32.773,1.000 EUR,
2015,33.01,1.000 EUR,
2016,32.088,1.000 EUR,
2017,33.158,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.784,1.000 EUR,
2001,21.337,1.000 EUR,
2002,20.723,1.000 EUR,
2003,21.308,1.000 EUR,
2004,22.02,1.000 EUR,
2005,22.28,1.000 EUR,
2006,23.535,1.000 EUR,
2007,24.125,1.000 EUR,
2008,24.846,1.000 EUR,
2009,23.15,1.000 EUR,
2010,25.078,1.000 EUR,
2011,26.136,1.000 EUR,
2012,26.397,1.000 EUR,
2013,27.368,1.000 EUR,
2014,28.843,1.000 EUR,
2015,29.649,1.000 EUR,
2016,30.447,1.000 EUR,
2017,31.232,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,27.638,1.000 EUR,
2001,28.348,1.000 EUR,
2002,28.907,1.000 EUR,
2003,28.545,1.000 EUR,
2004,29.841,1.000 EUR,
2005,28.7,1.000 EUR,
2006,30.383,1.000 EUR,
2007,31.875,1.000 EUR,
2008,33.101,1.000 EUR,
2009,29.849,1.000 EUR,
2010,32.536,1.000 EUR,
2011,34.043,1.000 EUR,
2012,34.31,1.000 EUR,
2013,36.152,1.000 EUR,
2014,38.096,1.000 EUR,
2015,38.564,1.000 EUR,
2016,39.504,1.000 EUR,
2017,40.163,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.533,1.000 EUR,
2001,22.327,1.000 EUR,
2002,22.218,1.000 EUR,
2003,21.783,1.000 EUR,
2004,22.215,1.000 EUR,
2005,23.18,1.000 EUR,
2006,24.38,1.000 EUR,
2007,25.506,1.000 EUR,
2008,26.533,1.000 EUR,
2009,25.299,1.000 EUR,
2010,26.778,1.000 EUR,
2011,28.181,1.000 EUR,
2012,29.156,1.000 EUR,
2013,30.073,1.000 EUR,
2014,30.833,1.000 EUR,
2015,31.681,1.000 EUR,
2016,33.327,1.000 EUR,
2017,34.451,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.005,1.000 EUR,
2001,24.341,1.000 EUR,
2002,24.116,1.000 EUR,
2003,24.056,1.000 EUR,
2004,24.167,1.000 EUR,
2005,25.087,1.000 EUR,
2006,26.297,1.000 EUR,
2007,27.642,1.000 EUR,
2008,28.068,1.000 EUR,
2009,25.769,1.000 EUR,
2010,28.031,1.000 EUR,
2011,29.814,1.000 EUR,
2012,30.393,1.000 EUR,
2013,31.473,1.000 EUR,
2014,32.144,1.000 EUR,
2015,32.489,1.000 EUR,
2016,33.549,1.000 EUR,
2017,35.154,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,51.896,1.000 EUR,
2001,52.592,1.000 EUR,
2002,50.658,1.000 EUR,
2003,53.1,1.000 EUR,
2004,54.883,1.000 EUR,
2005,57.597,1.000 EUR,
2006,59.717,1.000 EUR,
2007,65.02,1.000 EUR,
2008,63.836,1.000 EUR,
2009,62.876,1.000 EUR,
2010,66.339,1.000 EUR,
2011,69.616,1.000 EUR,
2012,68.397,1.000 EUR,
2013,69.841,1.000 EUR,
2014,69.515,1.000 EUR,
2015,73.45,1.000 EUR,
2016,74.644,1.000 EUR,
2017,75.485,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.015,1.000 EUR,
2001,20.273,1.000 EUR,
2002,20.106,1.000 EUR,
2003,19.848,1.000 EUR,
2004,20.25,1.000 EUR,
2005,20.796,1.000 EUR,
2006,22.252,1.000 EUR,
2007,24.511,1.000 EUR,
2008,26.017,1.000 EUR,
2009,23.671,1.000 EUR,
2010,25.975,1.000 EUR,
2011,26.641,1.000 EUR,
2012,26.234,1.000 EUR,
2013,27.705,1.000 EUR,
2014,28.643,1.000 EUR,
2015,28.724,1.000 EUR,
2016,29.914,1.000 EUR,
2017,30.683,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,26.968,1.000 EUR,
2001,27.843,1.000 EUR,
2002,29.003,1.000 EUR,
2003,29.167,1.000 EUR,
2004,30.772,1.000 EUR,
2005,32.681,1.000 EUR,
2006,34.231,1.000 EUR,
2007,36.839,1.000 EUR,
2008,38.657,1.000 EUR,
2009,36.227,1.000 EUR,
2010,38.846,1.000 EUR,
2011,42.017,1.000 EUR,
2012,44.979,1.000 EUR,
2013,43.871,1.000 EUR,
2014,45.29,1.000 EUR,
2015,48.699,1.000 EUR,
2016,50.105,1.000 EUR,
2017,52.01,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,29.819,1.000 EUR,
2001,32.178,1.000 EUR,
2002,30.397,1.000 EUR,
2003,30.813,1.000 EUR,
2004,32.304,1.000 EUR,
2005,33.283,1.000 EUR,
2006,35.399,1.000 EUR,
2007,38.105,1.000 EUR,
2008,38.711,1.000 EUR,
2009,32.965,1.000 EUR,
2010,38.789,1.000 EUR,
2011,42.974,1.000 EUR,
2012,42.666,1.000 EUR,
2013,43.892,1.000 EUR,
2014,44.784,1.000 EUR,
2015,45.148,1.000 EUR,
2016,49.676,1.000 EUR,
2017,51.643,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,27.242,1.000 EUR,
2001,28.899,1.000 EUR,
2002,30.862,1.000 EUR,
2003,30.903,1.000 EUR,
2004,30.593,1.000 EUR,
2005,30.116,1.000 EUR,
2006,30.663,1.000 EUR,
2007,31.756,1.000 EUR,
2008,33.371,1.000 EUR,
2009,31.483,1.000 EUR,
2010,34.198,1.000 EUR,
2011,35.713,1.000 EUR,
2012,36.034,1.000 EUR,
2013,37.099,1.000 EUR,
2014,37.894,1.000 EUR,
